vizitNumber,stageNumber,stageName,questionId,questionTitle,answerId,answers,answerType,timestamp
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",0,0,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",1,1,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",2,2,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",3,3,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",4,4,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",5,5,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",10,"11. Как вы оцениваете удовлетворенность вашим настоящим состоянием, самочувствием (поставить х или v)",0,удовлетворен,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",10,"11. Как вы оцениваете удовлетворенность вашим настоящим состоянием, самочувствием (поставить х или v)",1,нейтрально,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",10,"11. Как вы оцениваете удовлетворенность вашим настоящим состоянием, самочувствием (поставить х или v)",2,Не удовлетворен,InputRadio,
1,5,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",11,Индекс GERD-HRQL,0,,OutputValue,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),0,Вы когда-нибудь забывали принять препараты?,0,Да,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),0,Вы когда-нибудь забывали принять препараты?,1,Нет,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),1,"Люди иногда забывают принимать свои лекарства не только по причине забывчивости. Если вспомнить прошедшие 2 недели, были ли какие-нибудь дни, когда Вы не принимали назначенные Вам препараты?",0,Да,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),1,"Люди иногда забывают принимать свои лекарства не только по причине забывчивости. Если вспомнить прошедшие 2 недели, были ли какие-нибудь дни, когда Вы не принимали назначенные Вам препараты?",1,Нет,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),2,"Вы когда-нибудь сокращали или прекращали принимать лекарства, не сообщив своему врачу, потому что Вам стало хуже после приема препарата?",0,Да,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),2,"Вы когда-нибудь сокращали или прекращали принимать лекарства, не сообщив своему врачу, потому что Вам стало хуже после приема препарата?",1,Нет,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),3,Забываете ли Вы брать с собой лекарства и принимать их в случае каких-то поездок?,0,Да,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),3,Забываете ли Вы брать с собой лекарства и принимать их в случае каких-то поездок?,1,Нет,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),4,Вы вчера принимали Ваши лекарства?,0,Да,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),4,Вы вчера принимали Ваши лекарства?,1,Нет,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),5,"Перестаете ли Вы принимать лекарство, когда чувствуете себя хорошо?",0,Да,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),5,"Перестаете ли Вы принимать лекарство, когда чувствуете себя хорошо?",1,Нет,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),6,"Принимать лекарства каждый день – это очень неудобно для некоторых людей. Вы когда-нибудь испытывали затруднения с тем, чтобы придерживаться вашего плана лечения?",0,Да,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),6,"Принимать лекарства каждый день – это очень неудобно для некоторых людей. Вы когда-нибудь испытывали затруднения с тем, чтобы придерживаться вашего плана лечения?",1,Нет,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),7,Как часто Вы забывает принимать все назначенные препараты?,0,Никогда / Редко,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),7,Как часто Вы забывает принимать все назначенные препараты?,1,Иногда,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),7,Как часто Вы забывает принимать все назначенные препараты?,2,Как правило,InputRadio,
2,1,Шкала комплаентности Мориски-Грина (MMAS-8),7,Как часто Вы забывает принимать все назначенные препараты?,3,Все время,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",0,1. Как сильно выражена изжога?,5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",1,"2. Бывает ли изжога, когда ложитесь?",5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",2,"3. Бывает ли изжога, когда встаете утром?",5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",3,4. Есть ли изжога после еды?,5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",4,5. Влияет ли изжога на ваш выбор питания?,5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",5,6. Вызывает ли изжога нарушение сна (просыпаетесь ли от изжоги)?,5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",6,7. Бывает ли у вас трудное глотание (нарушение глотания)?,5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",7,8. Бывает ли у вас боли при глотании?,5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",8,9. Чувствуете ли вы вздутие или распирание вверху живота?,5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",0,0,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",1,1,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",2,2,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",3,3,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",4,4,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",9,"10. Если вы принимаете лекарства, то эффективны ли они на весь день?",5,5,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",10,"11. Как вы оцениваете удовлетворенность вашим настоящим состоянием, самочувствием (поставить х или v)",0,удовлетворен,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",10,"11. Как вы оцениваете удовлетворенность вашим настоящим состоянием, самочувствием (поставить х или v)",1,нейтрально,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",10,"11. Как вы оцениваете удовлетворенность вашим настоящим состоянием, самочувствием (поставить х или v)",2,Не удовлетворен,InputRadio,
2,2,"Опросник GERD-HRQL Вопросы по симптомам (кружком выбирается только один ответ: лучший показатель (здоровья) 0, а худший показатель (нездоровья) 5)",11,Индекс GERD-HRQL,0,,OutputValue,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),0,Изжога,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),1,Регургитация,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),2,Отрыжка,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),3,Срыгивания,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),4,Одинофагия,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),5,Дисфагия,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),6,Бронхиальная астма,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),7,Хронический ларингит,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),8,Осиплость голоса,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),9,Хронический сухой кашель,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),10,Эрозии зубной эмали,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),11,Афтозный стоматит,InputCheckbox,
2,3,,0,Просим Вас отметить сохраняющиеся на данный момент клинические проявления эрозивной формой ГЭРБ (отметить все подходящие),12,"Боли в груди по ходу пищевода, не связанные с физической нагрузкой",InputCheckbox,
2,3,,1,"Симптомы эрозивного эзофагита (например, изжога, отрыжка) чаще всего возникают:",0,Днем,InputRadio,
